ADJUVANT	YEAR	COMTRS	POUNDS_PRODUCT_APPLIED	POUNDS_CHEMICAL_APPLIED
YES	2020	34M04N03E34	7.7965	N/A
NO	2020	34M04N03E34	6.4974	1.4814072
YES	2020	34M04N03E34	2.9155	N/A
YES	2020	34M04N03E34	3.6444	N/A
NO	2020	34M04N03E34	18.954	3.0023136
YES	2020	34M04N03E34	7.3379	N/A
YES	2020	34M04N03E34	5.7327	N/A
NO	2020	34M04N03E34	29.464	7.778496
NO	2020	34M04N03E34	19.6146	5.1782544
NO	2020	34M04N03E34	31.9895	8.445228
YES	2020	34M04N03E34	3.7318	N/A
YES	2020	34M04N03E34	4.0817	N/A
NO	2020	34M04N03E34	6.0548	1.3804944
YES	2020	34M04N03E34	3.9568	N/A
YES	2020	34M04N03E34	3.7318	N/A
NO	2020	34M04N03E35	118.4905	57.7048735
YES	2020	34M04N03E35	7.6819	N/A
NO	2020	34M04N03E35	118.4905	57.7048735
NO	2020	34M04N03E35	122.9341	47.5754967
YES	2020	34M04N03E35	7.6819	N/A
NO	2020	34M04N03E35	130.4982	63.5526234
YES	2020	34M04N03E35	16.2923	N/A
NO	2020	34M04N03E35	122.9341	47.5754967
NO	2020	34M04N03E35	94.8151	46.1749537
YES	2020	34M04N03E35	7.6314	N/A
NO	2020	34M04N03E35	122.9341	47.5754967
NO	2020	34M04N03E35	122.9341	47.5754967
YES	2020	34M04N03E35	7.7048	N/A
YES	2020	34M04N03E35	39.091	N/A
YES	2020	34M04N03E35	3.4986	N/A
NO	2020	34M04N03E35	20.6679	3.27379536
NO	2020	34M04N03E35	8.6632	1.9752096
YES	2020	34M04N03E35	1.9992	N/A
NO	2020	34M04N03E35	12.3809	2.2780856
YES	2020	34M04N03E35	7.6314	N/A
NO	2020	34M04N03E35	68.2022	17.05055
YES	2020	34M04N03E35	32.4876	N/A
YES	2020	34M04N03E35	7.6314	N/A
NO	2020	34M04N03E35	94.8151	46.1749537
YES	2020	34M04N03E35	7.7048	N/A
NO	2020	34M04N03E35	12.3809	2.2780856
NO	2020	34M04N03E35	122.9341	47.5754967
YES	2020	34M04N03E35	32.4876	N/A
NO	2020	34M04N03E35	122.9341	47.5754967
NO	2020	34M04N03E35	94.8151	46.1749537
NO	2020	34M04N03E35	68.2022	17.05055
NO	2020	34M04N03E35	122.9341	47.5754967
YES	2020	34M04N03E35	7.6819	N/A
NO	2020	34M04N03E35	8.7065	1.985082
NO	2020	34M04N03E35	8.7065	1.985082
NO	2020	34M04N03E35	118.4905	57.7048735
NO	2020	34M04N03E35	68.2022	17.05055
YES	2020	34M04N03E35	1.9621	N/A
YES	2020	34M04N03E35	7.6819	N/A
NO	2020	34M04N03E35	8.7065	1.985082
YES	2020	34M04N03E35	1.9621	N/A
NO	2020	34M04N03E35	335	6.7
NO	2020	34M04N03E35	94.8151	46.1749537
NO	2020	34M04N03E35	68.2022	17.05055
YES	2020	34M04N03E35	16.1953	N/A
NO	2020	34M04N03E35	94.8151	46.1749537
YES	2020	34M04N03E35	7.6819	N/A
NO	2020	34M04N03E35	122.9341	47.5754967
YES	2020	34M04N03E35	1.9621	N/A
NO	2020	34M04N03E35	130.4982	63.5526234
YES	2020	34M04N03E35	16.2923	N/A
YES	2020	34M04N03E35	32.4876	N/A
NO	2020	34M04N03E35	94.8151	46.1749537
NO	2020	34M04N03E35	68.2022	17.05055
NO	2020	34M04N03E35	68.2022	17.05055
YES	2020	34M04N03E35	32.4876	N/A
YES	2020	34M04N03E35	3.4986	N/A
YES	2020	34M04N03E35	32.4876	N/A
YES	2020	34M04N03E35	13.9111	N/A
NO	2020	34M04N03E35	4.5126	1.962981
NO	2020	34M04N03E35	4.5126	1.962981
YES	2020	34M04N03E35	7.6819	N/A
NO	2020	34M04N03E35	4.5126	1.962981
NO	2020	34M04N03E35	20.6679	3.27379536
YES	2020	34M04N03E35	7.7048	N/A
YES	2020	34M04N03E35	7.7048	N/A
NO	2020	34M04N03E35	38.0439	16.5490965
NO	2020	34M04N03E35	68.2022	17.05055
YES	2020	34M04N03E35	3.4986	N/A
YES	2020	34M04N03E35	7.7048	N/A
YES	2020	34M04N03E35	39.091	N/A
YES	2020	34M04N03E35	13.9111	N/A
YES	2020	34M04N03E35	13.9111	N/A
YES	2020	34M04N03E35	32.4876	N/A
YES	2020	34M04N03E35	3.9068	N/A
YES	2020	34M04N03E35	1.9992	N/A
NO	2020	34M04N03E35	38.0439	16.5490965
NO	2020	34M04N03E35	8.6632	1.9752096
YES	2020	34M04N03E35	3.9068	N/A
YES	2020	34M04N03E35	3.9068	N/A
YES	2020	34M04N03E35	3.9184	N/A
YES	2020	34M04N03E35	16.2923	N/A
NO	2020	34M04N03E35	130.4982	63.5526234
NO	2020	34M04N03E35	335	6.7
NO	2020	34M04N03E35	122.9341	47.5754967
YES	2020	34M04N03E35	7.6314	N/A
YES	2020	34M04N03E35	16.1953	N/A
YES	2020	34M04N03E35	3.9184	N/A
NO	2020	34M04N03E35	38.0439	16.5490965
YES	2020	34M04N03E35	3.9184	N/A
YES	2020	34M04N03E35	39.091	N/A
NO	2020	34M04N03E35	20.6679	3.27379536
NO	2020	34M04N03E35	8.6632	1.9752096
YES	2020	34M04N03E35	7.7048	N/A
YES	2020	34M04N03E35	7.7048	N/A
NO	2020	34M04N03E35	12.3809	2.2780856
YES	2020	34M04N03E35	7.7048	N/A
NO	2020	34M04N03E35	335	6.7
NO	2020	34M04N03E35	68.2022	17.05055
YES	2020	34M04N03E35	16.1953	N/A
YES	2020	34M04N03E35	1.9992	N/A
YES	2020	34M04N03E35	7.7048	N/A
YES	2020	34M04N03E35	7.6314	N/A
NO	2020	34M04N03E35	68.2022	17.05055
YES	2020	34M04N03E35	7.6314	N/A
YES	2020	34M04N04E04	22.496	N/A
NO	2020	34M04N04E04	17.405	3.9805235
NO	2020	34M04N04E04	180.761	46.817099
YES	2020	34M04N04E04	8.6982	N/A
NO	2020	34M04N04E04	39.8424	10.5183936
YES	2020	34M04N04E05	12.3174	N/A
NO	2020	34M04N04E05	3.8632	.8808096
YES	2020	34M04N04E05	10.9977	N/A
NO	2020	34M04N04E05	98.3773	40.0395611
NO	2020	34M04N04E05	70.7998	34.4795026
NO	2020	34M04N04E05	79.2958	38.6170546
YES	2020	34M04N04E05	8.7981	N/A
NO	2020	34M04N04E05	7.2664	1.6567392
NO	2020	34M04N04E05	122.9716	50.0494412
NO	2020	34M04N04E05	3.4952	.7969056
YES	2020	34M04N04E05	23.1391	N/A
NO	2020	34M04N04E05	2.7594	.6291432
NO	2020	34M04N04E05	258.2404	105.1038428
NO	2020	34M04N04E05	137.7282	56.0553774
NO	2020	34M04N04E05	148.7362	72.4345294
NO	2020	34M04N04E05	56.6398	27.5835826
YES	2020	34M04N04E07	5.2479	N/A
NO	2020	34M04N04E07	45.3119	22.0668953
YES	2020	34M04N04E07	5.9776	N/A
YES	2020	34M04N04E07	5.039	N/A
YES	2020	34M04N04E08	20.3793	N/A
NO	2020	34M04N04E08	340	6.8
YES	2020	34M04N04E08	27.1142	N/A
NO	2020	34M04N04E08	175.5835	85.5091645
NO	2020	34M04N04E08	241.399	117.561313
YES	2020	34M04N04E08	13.0174	N/A
YES	2020	34M04N04E08	23.213	N/A
NO	2020	34M04N04E08	110	2.2
YES	2020	34M04N04E08	19.5681	N/A
NO	2020	34M04N04E17	13.4667	3.5552088
YES	2020	34M04N04E17	16.3753	N/A
NO	2020	34M04N04E17	67.9678	33.1003186
YES	2020	34M04N04E17	7.8719	N/A
YES	2020	34M04N04E17	6.5599	N/A
YES	2020	34M04N04E17	7.5585	N/A
YES	2020	34M04N04E17	7.8719	N/A
NO	2020	34M04N04E17	70.1201	34.1484887
YES	2020	34M04N04E17	8.7465	N/A
YES	2020	34M04N04E17	19.9254	N/A
YES	2020	34M04N04E17	8.3983	N/A
YES	2020	34M04N04E17	6.2987	N/A
YES	2020	34M04N04E17	7.8719	N/A
YES	2020	34M04N04E17	17.9328	N/A
NO	2020	34M04N04E17	11.0932	1.75716288
YES	2020	34M04N04E17	16.3753	N/A
NO	2020	34M04N04E17	70.1201	34.1484887
NO	2020	34M04N04E17	23.9054	6.3110256
NO	2020	34M04N04E17	11.1228	1.76185152
NO	2020	34M04N04E17	13.4667	3.5552088
YES	2020	34M04N04E17	17.9328	N/A
YES	2020	34M05N03E36	16.7165	N/A
NO	2020	34M05N03E36	107.6157	52.4088459
NO	2020	34M05N03E36	5.2429	1.1953812
NO	2020	34M05N03E36	169.7008	69.0682256
NO	2020	34M05N03E36	186.9169	76.0751783
NO	2020	34M05N03E36	4.783	1.090524
NO	2020	34M05N03E36	97.7604	47.6093148
YES	2020	34M05N03E36	15.2208	N/A
NO	2020	34M05N04E04	650	13
NO	2020	34M05N04E05	3.5872	.8178816
NO	2020	34M05N04E05	127.8905	52.0514335
NO	2020	34M05N04E05	73.6318	35.8586866
NO	2020	34M05N04E05	3.3113	.7549764
NO	2020	34M05N04E05	92.6628	45.1267836
NO	2020	34M05N04E05	4.2311	.9646908
YES	2020	34M05N04E05	13.4612	N/A
NO	2020	34M05N04E05	190.3601	77.4765607
NO	2020	34M05N04E05	116.5771	47.4468797
NO	2020	34M05N04E05	79.2958	38.6170546
YES	2020	34M05N04E05	11.4376	N/A
NO	2020	34M05N04E05	3.8632	.8808096
YES	2020	34M05N04E05	12.3174	N/A
NO	2020	34M05N04E05	86.6589	42.2028843
NO	2020	34M05N04E05	5.3348	1.2163344
NO	2020	34M05N04E05	67.1748	32.7141276
NO	2020	34M05N04E05	4.507	1.027596
YES	2020	34M05N04E05	14.429	N/A
NO	2020	34M05N04E05	160.8469	65.4646883
NO	2020	34M05N04E05	150.5173	61.2605411
NO	2020	34M05N04E05	109.6547	53.4018389
YES	2020	34M05N04E05	17.0684	N/A
NO	2020	34M05N04E05	137.7282	56.0553774
YES	2020	34M05N04E05	10.4698	N/A
YES	2020	34M05N04E11	114.5708	N/A
NO	2020	34M05N04E11	6.8109	2.02556166
NO	2020	34M05N04E11	11.5	5.865
NO	2020	34M05N04E11	12.8257	1.4621298
NO	2020	34M05N04E11	65.9643	27.5071131
YES	2020	34M05N04E11	6.0609	N/A
YES	2020	34M05N04E11	20.8278	N/A
NO	2020	34M05N04E11	54.4965	14.387076
NO	2020	34M05N04E11	71.6024	30.9322368
YES	2020	34M05N04E14	19.1694	N/A
NO	2020	34M05N04E14	56.9434	9.01983456
YES	2020	34M05N04E14	11.4655	N/A
NO	2020	34M05N04E14	13.797	3.145716
YES	2020	34M05N04E14	11.4471	N/A
NO	2020	34M05N04E14	353.999	172.397513
YES	2020	34M05N04E14	48.4889	N/A
NO	2020	34M05N04E14	141.5996	68.9590052
NO	2020	34M05N04E15	30	15.3
YES	2020	34M05N04E15	133.1617	N/A
YES	2020	34M05N04E15	6.6758	N/A
NO	2020	34M05N04E15	587.265	227.271555
NO	2020	34M05N04E15	143.8175	59.9718975
NO	2020	34M05N04E15	28.3267	3.2292438
NO	2020	34M05N04E15	18.0345	5.3634603
NO	2020	34M05N04E23	289	5.78
NO	2020	34M05N04E26	42.099	17.26059
YES	2020	34M05N04E26	9.4374	N/A
NO	2020	34M05N04E26	3.021	.688788
YES	2020	34M05N04E26	5.0219	N/A
NO	2020	34M05N04E26	62.2206	25.510446
YES	2020	34M05N04E26	3.8983	N/A
YES	2020	34M05N04E26	4.9785	N/A
YES	2020	34M05N04E26	4.9785	N/A
YES	2020	34M05N04E26	8.7448	N/A
YES	2020	34M05N04E26	2.6371	N/A
YES	2020	34M05N04E26	9.4374	N/A
NO	2020	34M05N04E26	74.3326	30.476366
NO	2020	34M05N04E26	1.5867	.3617676
NO	2020	34M05N04E26	80.1933	32.879253
YES	2020	34M05N04E26	4.655	N/A
YES	2020	34M05N04E26	7.3595	N/A
NO	2020	34M05N04E27	130.6926	53.583966
YES	2020	34M05N04E27	3.8962	N/A
YES	2020	34M05N04E27	15.4116	N/A
YES	2020	34M05N04E27	8.1863	N/A
NO	2020	34M05N04E27	4.9252	1.1229456
YES	2020	34M05N04E27	3.8962	N/A
NO	2020	34M05N04E27	1.2417	.2831076
YES	2020	34M05N04E27	15.4116	N/A
YES	2020	34M05N04E27	2.0638	N/A
NO	2020	34M05N04E27	32.9173	13.496093
NO	2020	34M05N04E31	101.9517	49.6504779
YES	2020	34M05N04E31	15.8367	N/A
NO	2020	34M05N04E31	177.0791	72.0711937
NO	2020	34M05N04E31	7.5423	1.7196444
NO	2020	34M05N04E31	176.0954	71.6708278
NO	2020	34M05N04E31	4.9669	1.1324532
NO	2020	34M05N04E31	101.3853	49.3746411
NO	2020	34M05N04E31	4.9669	1.1324532
YES	2020	34M05N04E31	24.1069	N/A
YES	2020	34M05N04E31	15.7487	N/A
NO	2020	34M05N04E31	154.9666	75.4687342
NO	2020	34M05N04E31	269.0619	109.5081933
YES	2020	34M05N04E32	5.8068	N/A
NO	2020	34M05N04E32	135.7607	55.2546049
NO	2020	34M05N04E32	2.4835	.566238
NO	2020	34M05N04E32	64.4371	26.2258997
NO	2020	34M05N04E32	200.1978	81.4805046
NO	2020	34M05N04E32	5.6108	1.2792624
YES	2020	34M05N04E32	12.1414	N/A
NO	2020	34M05N04E32	88.5396	36.0356172
NO	2020	34M05N04E32	78.163	38.065381
NO	2020	34M05N04E32	1.8396	.4194288
YES	2020	34M05N04E32	17.9482	N/A
NO	2020	34M05N04E32	115.3187	56.1602069
NO	2020	34M05N04E32	3.7712	.8598336
YES	2020	34M05N04E32	7.9183	N/A
NO	2020	34M05N04E32	50.9759	24.8252633
NO	2020	34M05N04E32	37.1557	18.0948259
NO	2020	34M05N04E35	37.4992	16.312152
NO	2020	34M05N04E35	4.4478	1.934793
YES	2020	34M05N04E35	7.5672	N/A
YES	2020	34M05N04E35	3.4153	N/A
YES	2020	34M05N04E35	7.558	N/A
NO	2020	34M05N04E35	8.6632	1.9752096
YES	2020	34M05N04E35	3.8485	N/A
YES	2020	34M05N04E35	13.7445	N/A
YES	2020	34M05N04E35	3.8485	N/A
YES	2020	34M05N04E35	.7338	N/A
YES	2020	34M05N04E35	3.8251	N/A
NO	2020	34M05N04E35	116.7913	56.8773631
NO	2020	34M05N04E35	26.8447	4.25220048
NO	2020	34M05N04E35	121.0745	46.8558315
NO	2020	34M05N04E35	67.2243	16.806075
NO	2020	34M05N04E35	20.3524	3.22382016
YES	2020	34M05N04E35	1.9159	N/A
YES	2020	34M05N04E35	7.5672	N/A
NO	2020	34M05N04E35	8.5766	1.9554648
YES	2020	34M05N04E35	7.5672	N/A
YES	2020	34M05N04E35	1.9328	N/A
YES	2020	34M05N04E35	3.8251	N/A
YES	2020	34M05N04E35	3.4361	N/A
YES	2020	34M05N04E35	32.0027	N/A
NO	2020	34M05N05E03	136.1622	66.3109914
NO	2020	34M05N05E03	78.302	30.302874
NO	2020	34M05N05E03	1.8226	.54204124
NO	2020	34M05N05E03	3.7769	.4305666
NO	2020	34M05N05E03	58.4523	28.4662701
YES	2020	34M05N05E03	104.0176	N/A
NO	2020	34M05N05E03	4.9876	2.169606
YES	2020	34M05N05E03	1.7568	N/A
NO	2020	34M05N05E03	58.4523	28.4662701
YES	2020	34M05N05E03	9.742	N/A
NO	2020	34M05N05E03	5.1049	1.1639172
YES	2020	34M05N05E03	13.5769	N/A
NO	2020	34M05N05E03	21.5933	5.398325
NO	2020	34M05N05E03	1.1242	.33433708
YES	2020	34M05N05E03	3.9472	N/A
NO	2020	34M05N05E03	53.3721	13.343025
YES	2020	34M05N05E03	42.1109	N/A
NO	2020	34M05N05E03	1.1242	.33433708
YES	2020	34M05N05E03	3.5943	N/A
NO	2020	34M05N05E03	2.0188	.878178
NO	2020	34M05N05E03	24.9219	10.7662608
YES	2020	34M05N05E03	3.5943	N/A
YES	2020	34M05N05E03	13.5769	N/A
NO	2020	34M05N05E03	55.1672	26.8664264
YES	2020	34M05N05E03	33.5543	N/A
YES	2020	34M05N05E03	79.7014	N/A
NO	2020	34M05N05E03	144.0917	70.1726579
NO	2020	34M05N05E03	2.7729	.82466046
YES	2020	34M05N05E03	3.9472	N/A
NO	2020	34M05N05E03	2.0695	.471846
NO	2020	34M05N05E03	2.0695	.471846
NO	2020	34M05N05E03	2.0188	.878178
NO	2020	34M05N05E03	55.1672	26.8664264
NO	2020	34M05N05E03	19.1757	7.9962669
YES	2020	34M05N05E03	42.1109	N/A
NO	2020	34M05N05E03	21.5933	5.398325
YES	2020	34M05N05E03	8.8179	N/A
NO	2020	34M05N05E11	56.6398	27.5835826
NO	2020	34M05N05E17	269.9567	67.489175
YES	2020	34M05N05E17	19.8693	N/A
YES	2020	34M05N05E17	41.2894	N/A
NO	2020	34M05N05E17	21.4914	1.07457
NO	2020	34M05N05E17	129.1579	52.954739
NO	2020	34M05N05E17	3.6072	.7683336
NO	2020	34M05N05E17	39.3549	10.3896936
NO	2020	34M05N05E17	80.6977	64.1546715
NO	2020	34M05N05E17	129.1579	52.954739
NO	2020	34M05N05E17	7.3184	1.6685952
NO	2020	34M05N05E17	31.3573	8.2783272
NO	2020	34M05N05E17	14.6276	3.34533212
NO	2020	34M05N05E17	193.7856	79.452096
NO	2020	34M05N05E17	259.3754	100.3782798
NO	2020	34M05N05E17	129.1579	52.954739
YES	2020	34M05N05E17	30.9846	N/A
NO	2020	34M05N05E17	194.5805	75.3026535
NO	2020	34M05N05E17	95.1382	39.006662
NO	2020	34M05N05E19	6.3121	1.4391588
YES	2020	34M05N05E19	4.4945	N/A
NO	2020	34M05N05E19	4.8041	2.0897835
NO	2020	34M05N05E19	61.9279	15.481975
NO	2020	34M05N05E19	6.3121	1.4391588
NO	2020	34M05N05E19	112.9949	46.327909
NO	2020	34M05N05E19	188.6356	47.1589
NO	2020	34M05N05E19	37.0795	15.202595
NO	2020	34M05N05E19	9.423	2.487672
NO	2020	34M05N05E19	28.5858	7.5466512
NO	2020	34M05N05E19	70.5618	56.096631
YES	2020	34M05N05E19	5.6984	N/A
NO	2020	34M05N05E19	37.0795	15.202595
NO	2020	34M05N05E19	112.9949	46.327909
YES	2020	34M05N05E19	3.7572	N/A
YES	2020	34M05N05E19	8.6975	N/A
NO	2020	34M05N05E19	2.104	.479712
YES	2020	34M05N05E19	9.4962	N/A
NO	2020	34M05N05E19	23.1957	18.4405815
NO	2020	34M05N05E19	2.104	.479712
YES	2020	34M05N05E19	2.2472	N/A
YES	2020	34M05N05E19	6.8243	N/A
YES	2020	34M05N05E19	4.0817	N/A
YES	2020	34M05N05E19	8.1451	N/A
NO	2020	34M05N05E19	95.724	39.24684
NO	2020	34M05N05E19	112.9949	46.327909
YES	2020	34M05N05E19	17.395	N/A
NO	2020	34M05N05E19	2.7041	.6165348
NO	2020	34M05N05E19	4.9116	1.1198448
NO	2020	34M05N05E19	173.8661	71.285101
NO	2020	34M05N05E19	37.0795	15.202595
YES	2020	34M05N05E19	2.8492	N/A
YES	2020	34M05N05E19	28.9051	N/A
NO	2020	34M05N05E19	2.6449	1.1505315
YES	2020	34M05N05E20	18.3697	N/A
NO	2020	34M05N05E20	198.6581	49.664525
NO	2020	34M05N05E20	36.7041	14.2044867
NO	2020	34M05N05E20	239.7999	92.8025613
YES	2020	34M05N05E20	10.9816	N/A
NO	2020	34M05N05E20	59.3537	47.1861915
NO	2020	34M05N05E20	95.0407	38.966687
NO	2020	34M05N05E20	7.4434	1.9650576
NO	2020	34M05N05E20	7.4434	1.9650576
NO	2020	34M05N05E20	24.3694	9.991454
NO	2020	34M05N05E20	6.7695	1.543446
NO	2020	34M05N05E20	24.3694	9.991454
NO	2020	34M05N05E20	15.832	.7916
YES	2020	34M05N05E20	28.5931	N/A
NO	2020	34M05N05E20	119.4101	48.958141
NO	2020	34M05N05E20	249.5857	62.396425
NO	2020	34M05N05E20	19.8795	.993975
NO	2020	34M05N05E20	74.6551	59.3508045
NO	2020	34M05N05E20	142.6098	58.470018
YES	2020	34M05N05E20	8.7495	N/A
NO	2020	34M05N05E20	36.7041	14.2044867
NO	2020	34M05N05E20	5.3973	1.2305844
YES	2020	34M05N05E20	22.7705	N/A
YES	2020	34M05N05E20	14.6208	N/A
NO	2020	34M05N05E20	179.1639	73.457199
NO	2020	34M05N05E20	190.8611	73.8632457
YES	2020	34M05N06E01	9.8835	N/A
YES	2020	34M05N06E01	22.416	N/A
NO	2020	34M05N06E01	175.2436	85.3436332
NO	2020	34M05N06E01	110.1122	42.6134214
NO	2020	34M05N06E01	33.627	8.877528
YES	2020	34M05N06E02	25.7446	N/A
NO	2020	34M05N06E02	136.5391	52.8406317
NO	2020	34M05N06E02	4.3277	.4933578
NO	2020	34M05N06E02	33.4615	13.9534455
YES	2020	34M05N06E02	4.4511	N/A
NO	2020	34M05N06E02	20.9571	5.5326744
NO	2020	34M05N06E02	59.4718	28.9627666
NO	2020	34M05N06E02	18.8904	7.3105848
YES	2020	34M05N06E02	19.3824	N/A
NO	2020	34M05N06E02	81.7879	39.8307073
NO	2020	34M05N06E02	2.0145	.5991123
YES	2020	34M05N06E02	1.5957	N/A
NO	2020	34M05N06E02	2.686	.7988164
NO	2020	34M05N06E02	37.1935	14.3938845
NO	2020	34M05N06E02	.4796	.14263304
YES	2020	34M05N06E02	5.2802	N/A
YES	2020	34M05N06E02	5.8788	N/A
YES	2020	34M05N06E02	6.9739	N/A
NO	2020	34M05N06E02	30.0191	14.6193017
YES	2020	34M05N06E02	1.6618	N/A
NO	2020	34M05N06E02	22.052	9.195684
NO	2020	34M05N06E02	4.9572	.5651208
NO	2020	34M05N06E02	6.6096	.7534944
NO	2020	34M05N06E02	9.1084	3.7982028
NO	2020	34M05N06E02	1.8098	.2063172
NO	2020	34M05N06E02	79.0692	38.5067004
YES	2020	34M05N06E02	6.1226	N/A
YES	2020	34M05N06E02	1.6618	N/A
YES	2020	34M05N06E02	3.8854	N/A
NO	2020	34M05N06E02	25.216	10.515072
YES	2020	34M05N06E02	1.8929	N/A
NO	2020	34M05N06E02	21.5231	10.4817497
NO	2020	34M05N06E02	108.6352	52.9053424
YES	2020	34M05N06E02	4.6356	N/A
NO	2020	34M05N06E02	7.5701	1.9985064
YES	2020	34M05N06E02	16.9411	N/A
NO	2020	34M05N06E02	89.9494	34.8104178
YES	2020	34M05N06E02	7.028	N/A
NO	2020	34M05N06E02	29.566	14.398642
NO	2020	34M05N06E02	27.81	7.34184
NO	2020	34M05N06E02	5.7373	1.5146472
NO	2020	34M05N06E02	102.7714	39.7725318
NO	2020	34M05N06E02	1.5349	.45647926
NO	2020	34M05N06E03	65.5779	25.3786473
NO	2020	34M05N06E03	52.1086	25.3768882
NO	2020	34M05N06E03	1.495	.17043
YES	2020	34M05N06E03	1.594	N/A
YES	2020	34M05N06E03	1.3437	N/A
NO	2020	34M05N06E03	7.5744	3.1585248
NO	2020	34M05N06E03	6.2951	1.6619064
YES	2020	34M05N06E03	1.3994	N/A
NO	2020	34M05N06E03	37.9487	18.4810169
YES	2020	34M05N06E03	5.7703	N/A
YES	2020	34M05N06E03	3.3873	N/A
NO	2020	34M05N06E03	3.1474	.3588036
NO	2020	34M05N06E03	.3837	.11411238
YES	2020	34M05N06E03	12.3544	N/A
NO	2020	34M05N06E03	17.8982	8.7164234
NO	2020	34M05N06E03	24.4684	11.9161108
NO	2020	34M05N06E03	16.1076	6.7168692
YES	2020	34M05N06E03	2.8554	N/A
NO	2020	34M05N06E03	13.387	3.534168
YES	2020	34M05N06E03	2.9738	N/A
NO	2020	34M05N06E03	30.8314	11.9317518
NO	2020	34M05N06E03	.9593	.28529582
YES	2020	34M05N06E09	9.1724	N/A
YES	2020	34M05N06E09	9.1724	N/A
NO	2020	34M05N06E09	40.742	10.1855
NO	2020	34M05N06E09	6.8985	1.572858
NO	2020	34M05N06E09	77.8798	37.9274626
NO	2020	34M05N06E09	113.2797	55.1672139
NO	2020	34M05N06E09	40.742	10.1855
YES	2020	34M05N06E09	4.7924	N/A
YES	2020	34M05N06E09	2.2931	N/A
YES	2020	34M05N06E09	38.7911	N/A
YES	2020	34M05N06E09	38.7911	N/A
YES	2020	34M05N06E09	19.3956	N/A
YES	2020	34M05N06E09	9.6978	N/A
YES	2020	34M05N06E09	29.9913	N/A
YES	2020	34M05N06E09	9.1724	N/A
NO	2020	34M05N06E09	113.2797	55.1672139
NO	2020	34M05N06E09	5.5188	1.2582864
YES	2020	34M05N06E09	4.7924	N/A
YES	2020	34M05N06E09	9.1724	N/A
YES	2020	34M05N06E09	9.1724	N/A
NO	2020	34M05N06E09	1.4989	.44577286
YES	2020	34M05N06E09	19.3956	N/A
NO	2020	34M05N06E09	40.742	10.1855
YES	2020	34M05N06E09	4.5862	N/A
NO	2020	34M05N06E09	5.5188	1.2582864
YES	2020	34M05N06E09	4.7924	N/A
YES	2020	34M05N06E09	4.5862	N/A
NO	2020	34M05N06E09	2.9978	.89154572
YES	2020	34M05N06E09	38.7911	N/A
NO	2020	34M05N06E09	56.6398	27.5835826
NO	2020	34M05N06E09	20.371	5.09275
NO	2020	34M05N06E09	5.5188	1.2582864
YES	2020	34M05N06E09	5.9904	N/A
YES	2020	34M05N06E09	14.9957	N/A
NO	2020	34M05N06E09	38.9399	18.9637313
NO	2020	34M05N06E09	113.2797	55.1672139
YES	2020	34M05N06E09	9.1724	N/A
YES	2020	34M05N06E09	11.4655	N/A
NO	2020	34M05N06E11	20.9571	5.5326744
YES	2020	34M05N06E11	4.6356	N/A
NO	2020	34M05N06E11	59.4718	28.9627666
NO	2020	34M05N06E11	19.5755	7.5757185
NO	2020	34M05N06E11	8.2619	.9418566
YES	2020	34M05N06E11	5.2802	N/A
NO	2020	34M05N06E11	2.5901	.77029574
YES	2020	34M05N06E11	3.9851	N/A
NO	2020	34M05N06E11	136.2754	66.3661198
YES	2020	34M05N06E11	32.3287	N/A
NO	2020	34M05N06E11	171.2856	66.2875272
NO	2020	34M05N06E11	31.1519	15.1709753
NO	2020	34M05N06E11	5.9764	1.5777696
YES	2020	34M05N06E11	4.4511	N/A
YES	2020	34M05N06E11	1.7493	N/A
NO	2020	34M05N06E11	41.9947	17.5117899
NO	2020	34M05N06E12	4.8289	1.1009892
YES	2020	34M05N06E12	39.7609	N/A
YES	2020	34M05N06E12	33.9423	N/A
YES	2020	34M05N06E12	8.0258	N/A
NO	2020	34M05N06E12	35.6493	8.912325
NO	2020	34M05N06E12	5.5274	2.404419
YES	2020	34M05N06E12	4.7924	N/A
NO	2020	34M05N06E12	20.371	5.09275
YES	2020	34M05N06E12	9.4017	N/A
NO	2020	34M05N06E12	2.6989	1.1740215
NO	2020	34M05N06E12	116.1117	56.5463979
NO	2020	34M05N06E12	99.1197	48.2712939
YES	2020	34M05N06E12	8.0258	N/A
YES	2020	34M05N06E12	19.3956	N/A
NO	2020	34M05N06E12	4.7177	2.0521995
YES	2020	34M05N06E12	8.3866	N/A
YES	2020	34M05N06E12	9.4017	N/A
NO	2020	34M05N06E12	5.6568	1.2897504
YES	2020	34M05N06E12	4.5862	N/A
YES	2020	34M05N06E12	4.5862	N/A
YES	2020	34M05N06E12	9.8243	N/A
NO	2020	34M05N06E12	2.7594	.6291432
NO	2020	34M05N06E12	41.7606	10.44015
NO	2020	34M05N06E12	56.6398	27.5835826
NO	2020	34M05N06E17	1.4077	.2998401
YES	2020	34M05N06E17	5.4589	N/A
YES	2020	34M05N06E17	4.4511	N/A
NO	2020	34M05N06E17	81.6746	39.7755302
NO	2020	34M05N06E17	101.1587	49.2642869
NO	2020	34M05N06E17	1.7596	.3747948
NO	2020	34M05N06E18	148.7362	72.4345294
YES	2020	34M05N06E18	4.2173	N/A
NO	2020	34M05N06E18	44.8162	11.20405
YES	2020	34M05N06E18	32.0027	N/A
YES	2020	34M05N06E18	9.1724	N/A
NO	2020	34M05N06E18	16.1068	2.55131712
